,Protein1_ID
12029,Q7L311
12030,Q9P291
12031,Q8N2F6
12032,Q96P71
12033,Q70UQ0
12034,Q96E14
12035,Q9UBL6
12036,Q14500
12037,Q9BTD3
12038,Q49B96
12039,O15554
12040,P0C024
12041,Q86VR7
12042,Q4G0W2
12043,Q96T49
12044,Q7LFX5
12045,Q96F63
12046,Q9ULK2
12047,Q03405
12048,Q9BTP7
12049,Q9H3Q3
12050,Q96JQ2
12051,Q6P1L5
12052,Q86Z23
12053,Q9Y2U9
12054,O43196
12055,Q8NEY4
12056,Q9H6R0
12057,Q9HD23
12058,Q5JXM2
12059,P09326
12060,O95600
12061,Q9BWK5
12062,Q9UN88
12063,Q969K4
12064,Q9NRR2
12065,Q9BQR3
12066,P13725
12067,Q96SM3
12068,Q5W0Z9
12069,Q0VAF6
12070,Q9Y5P3
12071,Q9H4I9
12072,Q6ZQY2
12073,Q2M2I3
12074,O15037
12075,P60006
12076,O00155
12077,Q2VWA4
12078,P42701
12079,P15941
12080,Q15878
12081,D6RIA3
12082,Q3B7T3
12083,Q9BUA3
12084,Q5JTJ3
12085,Q8ND94
12086,Q13428
12087,Q9BSD3
12088,P54710
12089,Q99990
12090,Q8IVT2
12091,O95711
12092,P23582
12093,Q9BXQ6
12094,Q96F46
12095,Q9NRG7
12096,Q86XA0
12097,P06576
12098,Q86YL5
12099,Q9BXL8
12100,Q9Y2L9
12101,Q6P2H3
12102,Q9NWN3
12103,Q9NQZ5
12104,O95757
12105,Q8TDP1
12106,Q9NQY0
12107,Q7Z3U7
12108,Q9H5Y7
12109,Q9BQI7
12110,Q6P1X5
12111,Q86SQ0
12112,A1A5C7
12113,Q8TF40
12114,Q12888
12115,Q68DK7
12116,Q5TH74
12117,Q8TCU4
12118,Q9UI43
12119,A8MZF0
12120,Q2NL68
12121,Q9UHK0
12122,Q9Y2Z4
12123,Q9NRY5
12124,Q6P4R8
12125,Q8IYA6
12126,Q17RM4
12127,Q9Y580
12128,Q15361
12129,Q6PL18
12130,Q8N365
12131,O14646
12132,Q9NY35
12133,Q04323
12134,A1L167
12135,P55084
12136,Q9H0F5
12137,Q86WV5
12138,Q8TB24
12139,A6NNB3
12140,Q9BTL4
12141,Q9H0W8
12142,P57059
12143,A0AV96
12144,O60343
12145,Q8IV13
12146,Q7Z7H3
12147,Q9GZT3
12148,Q96HY6
12149,O95628
12150,Q8NFB2
12151,Q9H7F4
12152,Q92521
12153,Q8TCN5
12154,Q96EY5
12155,P37235
12156,Q7Z419
12157,Q92558
12158,Q96IU4
12159,Q9H081
12160,A6NEY8
12161,Q9NX58
12162,Q9BTZ2
12163,P32298
12164,Q4G163
12165,Q96K17
12166,Q9BRT2
12167,O95178
12168,P60602
12169,Q9Y6A4
12170,Q9Y365
12171,Q9NXG2
12172,Q96AB6
12173,Q9H5X1
12174,Q8NEG5
12175,Q92575
12176,Q13231
12177,Q12889
12178,Q9H305
12179,Q66LE6
12180,Q9Y3I0
12181,Q9UPU9
12182,P57723
12183,O43929
12184,Q9NW64
12185,Q96J86
12186,Q9GZP4
12187,Q9BQ90
12188,Q96NZ8
12189,Q15018
12190,P35346
12191,O14880
12192,Q12929
12193,O00161
12194,Q9NQ88
12195,Q9H6T3
12196,Q9NZ08
12197,P54252
12198,Q9H2H8
12199,Q96CB8
12200,Q14558
12201,Q9UI26
12202,Q9NST1
12203,Q9HDD0
12204,Q9HCU5
12205,Q0D2K0
12206,Q5RI15
12207,Q96LB3
12208,Q9HCN4
12209,O95167
12210,Q53S33
12211,Q0GE19
12212,Q9HAF1
12213,Q9NRX6
12214,P62308
12215,Q8WWB7
12216,P78383
12217,Q96A57
12218,Q5HYK3
12219,Q96EL3
12220,Q6PKC3
12221,P78317
12222,Q6P531
12223,Q9Y4Y9
12224,O76027
12225,P51580
12226,Q15642
12227,Q96M63
12228,P53602
12229,Q9BW62
12230,Q6ZMI0
12231,P08311
12232,Q96JE7
12233,Q8IXT1
12234,Q5R372
12235,Q14582
12236,O60503
12237,Q7Z4G1
12238,O14807
12239,Q9Y2T5
12240,Q9C0B9
12241,Q96MK2
12242,Q8N6N6
12243,Q5JPI9
12244,Q8N4J0
12245,Q9BYP7
12246,O95298
12247,Q13133
12248,Q08AI6
12249,Q9BQG2
12250,Q96DR4
12251,Q8N1A0
12252,Q9UHA2
12253,Q9HC21
12254,Q14331
12255,Q9NSK0
12256,Q9P021
12257,Q9Y324
12258,P06729
12259,Q9H2U1
12260,Q9UKK3
12261,Q8N8N7
12262,O60476
12263,Q99758
12264,Q66K74
12265,A8MQ27
12266,A6NK44
12267,P53794
12268,Q8TD08
12269,Q9NR33
12270,Q9NWC5
12271,Q9Y2R5
12272,Q9P2W9
12273,Q96KF7
12274,Q96FB5
12275,Q86XS8
12276,Q7Z4T9
12277,Q9H7C9
12278,Q9BY44
12279,Q5T8P6
12280,Q8TAE6
12281,Q5T653
12282,Q9ULP9
12283,Q9HAC7
12284,Q96JB2
12285,Q969X5
12286,Q16629
12287,Q9BRT6
12288,Q9BSB4
12289,Q96BW9
12290,P17050
12291,Q9H3U5
12292,Q9NZM5
12293,A4FU49
12294,Q9BQ31
12295,Q8IUZ5
12296,Q96IQ9
12297,Q8NFN8
12298,Q12794
12299,Q96BR9
12300,Q4AC94
12301,Q9P2T0
12302,Q9NPE2
12303,Q8IZV2
12304,P55289
12305,A7KAX9
12306,Q3KQZ1
12307,Q9HD47
12308,Q9H0D2
12309,Q92797
12310,Q9Y6U7
12311,P02549
12312,Q6ZRI8
12313,A8MTL3
12314,Q8TF64
12315,Q8IWR1
12316,Q8N531
12317,Q9H223
12318,Q86V48
12319,Q96DB5
12320,Q9UJ70
12321,O95872
12322,Q9UK23
12323,Q8IZD6
12324,Q15555
12325,Q96II8
12326,Q96I59
12327,P46098
12328,Q15139
12329,Q8IW45
12330,Q6AI08
12331,Q14807
12332,Q6ZW76
12333,Q495W5
12334,Q96CU9
12335,Q8N8Q8
12336,P16389
12337,Q7Z7B1
12338,Q86YB8
12339,Q9NQ30
12340,Q9ULV8
12341,Q68EM7
12342,O94921
12343,Q9UIX4
12344,O75691
12345,Q96NI6
12346,O43300
12347,P78312
12348,Q9H1B5
12349,P35858
12350,Q96MF7
12351,O75398
12352,O00526
12353,Q9H6V9
12354,Q96S38
12355,Q68CZ2
12356,Q4LEZ3
12357,Q96L91
12358,P37268
12359,Q7L1V2
12360,Q6P444
12361,Q9UKT5
12362,Q92806
12363,Q9C0I3
12364,O00300
12365,Q3YEC7
12366,O43312
12367,Q9HCC8
12368,Q6UWP7
12369,Q9BVX2
12370,Q8IYJ1
12371,O75051
12372,P81877
12373,Q13416
12374,O95273
12375,O43822
12376,P98177
12377,Q8IWB6
12378,Q8N436
12379,Q9UPY5
12380,Q15722
12381,O15528
12382,Q8N4C7
12383,Q658N2
12384,Q99712
12385,Q7Z624
12386,Q9NUC0
12387,Q13103
12388,P18505
12389,Q9GZV3
12390,P19021
12391,Q13233
12392,P14770
12393,P36508
12394,Q70Z35
12395,Q53H54
12396,Q8NHX9
12397,Q8N264
12398,Q8IX03
12399,Q99490
12400,Q9H0X4
12401,Q96B18
12402,O75420
12403,P57052
12404,Q6UXH9
12405,A5D8V6
12406,Q5T124
12407,O43189
12408,O15197
12409,O60636
12410,Q8NG66
12411,Q9H426
12412,Q96MS3
12413,P13612
12414,P23276
12415,Q9UBF9
12416,Q9NZJ4
12417,Q13349
12418,Q5T890
12419,Q6ZVF9
12420,Q9UNY4
12421,Q9UL18
12422,P48050
12423,Q01629
12424,Q8ND23
12425,O14830
12426,Q8IZD0
12427,Q4G0Z9
12428,P28370
12429,Q86SQ6
12430,Q9C029
12431,Q13324
12432,Q96KG9
12433,Q49AR2
12434,Q5T2E6
12435,Q9BU76
12436,Q8NAG6
12437,Q9BTX3
12438,Q53F19
12439,O00193
12440,Q7Z403
12441,Q9UKP3
12442,O00139
12443,O00534
12444,Q9NSK7
12445,Q9BST9
12446,O96018
12447,Q6ZNE5
12448,O00762
12449,A6NLC5
12450,P32239
12451,P20273
12452,Q9C0H9
12453,Q9UQQ1
12454,Q5JU67
12455,Q9NWW7
12456,Q8N7P3
12457,Q14676
12458,Q99750
12459,Q96E40
12460,Q9Y6Q2
12461,Q9UNN4
12462,Q6GPH4
12463,Q9Y2V0
12464,Q9Y267
12465,A6NJJ6
12466,Q9Y5B6
12467,Q7Z3J2
12468,Q8WWW8
12469,Q96Q05
12470,Q9UKU6
12471,Q8WUY1
12472,Q8N3Z3
12473,Q9NUL5
12474,Q9UMS5
12475,Q9Y6H5
12476,Q14410
12477,P32189
12478,O43781
12479,Q9HCJ2
12480,Q8IXQ6
12481,Q9BQ51
12482,Q9NZQ7
12483,Q9UPS8
12484,Q3ZAQ7
12485,Q9ULM3
12486,Q6Q759
12487,Q9BV73
12488,Q7Z4S9
12489,Q6P1X6
12490,Q6ZU64
12491,Q12967
12492,Q9HB19
12493,Q5T1M5
12494,A5PLN7
12495,A0AVT1
12496,Q9H4G0
12497,Q15569
12498,Q5TEA3
12499,Q7Z7M0
12500,Q8TD57
12501,Q14451
12502,O94822
12503,Q0VAA5
12504,O94868
12505,Q9UH99
12506,Q5T0N1
12507,O15117
12508,Q99418
12509,Q9UKS7
12510,P28827
12511,Q4G0A6
12512,Q6UXT8
12513,Q96KK3
12514,Q86WI3
12515,P29144
12516,Q8IZQ8
12517,C9JE40
12518,O94832
12519,P25092
12520,Q96PX1
12521,P78508
12522,Q8TB03
12523,O60346
12524,Q8NAA5
12525,Q9BV29
12526,Q9NP31
12527,Q9GZN8
12528,Q6ZVE7
12529,P54257
12530,Q8N1C3
12531,O15049
12532,Q96A28
12533,Q96DU3
12534,Q9NQ25
12535,Q9UIB8
12536,Q8TE77
12537,Q6UX68
12538,P26842
12539,Q9UPX6
12540,Q05BV3
12541,Q53ET0
12542,Q8TCJ2
12543,Q9P2N7
12544,Q9P2J3
12545,Q0IIM8
12546,Q96BT3
12547,Q9H8K7
12548,A6NKF1
12549,Q2QGD7
12550,Q7Z736
12551,Q8WWK9
12552,Q6ZP01
12553,Q96RR1
12554,Q8TDB6
12555,Q14209
12556,A6NLU5
12557,P30411
12558,Q8TAT2
12559,Q9P2F8
12560,Q0P651
12561,Q9NR00
12562,Q7Z6K5
12563,Q9UI95
12564,Q9H095
12565,Q9P2Q2
12566,O15438
12567,Q9NYK6
12568,Q9GZU0
12569,Q9H0S4
12570,Q8IYR0
12571,A6H8Y1
12572,O43676
12573,Q8IUY3
12574,P62310
12575,Q8IUW5
12576,P19875
12577,P42830
12578,Q5VZP5
12579,Q9NWU1
12580,Q5FYB0
12581,Q96LW1
12582,P17025
12583,Q86SE5
12584,Q6P2C0
12585,Q9HAU8
12586,Q93062
12587,Q15013
12588,Q9NQG1
12589,Q6BAA4
12590,Q7L513
12591,Q8NBJ4
12592,Q9Y3S1
12593,C9JLR9
12594,Q15048
12595,Q96B23
12596,Q7Z4R8
12597,Q8N387
12598,Q9H246
12599,Q07065
12600,Q96PK6
12601,Q6PH81
12602,Q9H6K1
12603,Q9H7E9
12604,Q9GZR2
12605,P0DPI2
12606,Q96LT6
12607,Q9BZE9
12608,P48169
12609,Q8IYS0
12610,Q9H2I8
12611,Q9H741
12612,Q9BV19
12613,Q9P0P8
12614,Q9BVC5
12615,Q96MC5
12616,Q96B45
12617,Q5H9K5
12618,Q96MH7
12619,Q8IYD9
12620,Q8TE76
12621,Q9H6F5
12622,Q8N6V4
12623,A1A5D9
12624,P22792
12625,Q9NQ89
12626,Q8NET5
12627,Q9NWV4
12628,Q9BW04
12629,Q2M3C6
12630,Q49A92
12631,Q8N6M6
12632,Q9BPX7
12633,Q96C57
12634,Q8IXR9
12635,O14494
12636,Q8IVU9
12637,Q8N6T0
12638,Q8WUR7
12639,Q8NDD1
12640,Q96GV9
12641,Q96EN9
12642,O95785
12643,Q5T3J3
12644,Q5JPI3
12645,Q6P5X5
12646,Q6P7N7
12647,Q1L6U9
12648,Q3KP66
12649,O95976
12650,Q96M34
12651,O95819
12652,P07204
12653,Q9NWK9
12654,Q6P1J6
12655,Q6NUJ2
12656,Q9H9R9
12657,Q8N944
12658,O95084
12659,Q9NYG8
12660,Q9UJ04
12661,Q9H2G4
12662,Q9H0U9
12663,Q86VY4
12664,Q8TEC5
12665,Q9BQY9
12666,Q7Z6I6
12667,P05981
12668,Q8NDZ2
12669,Q17RQ9
12670,Q71F23
12671,Q7Z6I8
12672,Q4G0I0
12673,P15514
12674,Q14966
12675,Q9P2G4
12676,Q9NQ32
12677,Q9BQI6
12678,Q9H0W7
12679,Q8N9V6
12680,O43303
12681,Q96M11
12682,Q8N0T1
12683,Q9UHW9
12684,P78381
12685,Q8N3R3
12686,Q8NCC5
12687,Q9H040
12688,P50151
12689,O75747
12690,O75394
12691,Q9H5F2
12692,Q9UDW1
12693,B0YJ81
12694,Q9NSD5
12695,O43765
12696,Q6V702
12697,Q2NKX9
12698,Q6PI97
12699,P0DJ93
12700,Q6P5X7
12701,Q00537
12702,A6NKF2
12703,O75629
12704,Q5T5A4
12705,O95214
12706,Q8WY41
12707,Q8TBR7
12708,Q86WA6
12709,Q08AG7
12710,O95206
12711,Q2QL34
12712,Q8TF09
12713,Q9BVV7
12714,Q2M3R5
12715,Q96IK0
12716,Q9NW81
12717,Q8TDC3
12718,A6NDU8
12719,Q5BKU9
12720,Q8NDV2
12721,A6NIM6
12722,Q69YG0
12723,O43677
12724,Q92982
12725,Q96F05
12726,Q9H173
12727,Q9BY79
12728,Q6P2D0
12729,O94760
12730,Q9H0W9
12731,B7ZBB8
12732,Q92841
12733,Q9H0B6
12734,Q9BUV8
12735,Q13118
12736,A6NED2
12737,Q9H425
12738,Q8N3J3
12739,Q9BVV8
12740,Q6NW34
12741,Q15283
12742,Q96P48
12743,Q8N3X6
12744,Q9C0A1
12745,Q9UKU0
12746,O60393
12747,P0C2S0
12748,Q5MIZ7
12749,Q6ZMV5
12750,Q9H8S9
12751,Q9BRP7
12752,O95382
12753,P46776
12754,P24311
12755,Q96RQ9
12756,Q5JSH3
12757,P78316
12758,O95359
12759,Q9BT25
12760,O75800
12761,Q9BQA1
12762,Q8N6N3
12763,Q53QV2
12764,Q9Y4P9
12765,Q9Y2W2
12766,P56817
12767,Q7Z3B4
12768,Q9HBG6
12769,Q2TAA5
12770,Q9BQD7
12771,Q3MIR4
12772,Q6P1N9
12773,Q14C86
12774,Q8N357
12775,Q9BQA9
12776,O60894
12777,Q9UF12
12778,Q9BRQ4
12779,P47914
12780,Q96CM3
12781,Q3KRA6
12782,Q5T280
12783,Q8WXE0
12784,Q8WYR4
12785,Q9BQ75
12786,P23610
12787,Q9UF11
12788,Q9H1Z9
12789,Q96HA7
12790,Q5VWP3
12791,Q8NG50
12792,Q5BLP8
12793,Q9NXP7
12794,Q96NT0
12795,Q96BJ8
12796,O75106
12797,Q16853
12798,Q9NUP7
12799,Q9Y2W6
12800,Q96EN8
12801,Q96AQ8
12802,Q7L5N1
12803,A6NGN9
12804,Q99741
12805,Q8IZY2
12806,P62875
12807,O00399
12808,Q5R3I4
12809,O95562
12810,P52657
12811,Q96E16
12812,Q16763
12813,Q96LW4
12814,Q68J44
12815,Q9HB07
12816,O60234
12817,Q9Y253
12818,P37198
12819,Q99700
12820,Q9H1U4
12821,Q96ES6
12822,O43716
12823,Q16880
12824,Q9BV99
12825,Q9H596
12826,Q8NEJ0
12827,A7E2U8
12828,A1KXE4
12829,Q9H7M9
12830,Q08357
12831,Q9BXK1
12832,Q8IW92
12833,Q8NCI6
12834,Q8IXS8
12835,P35670
12836,Q8NBM4
12837,P25325
12838,Q16762
12839,Q8N554
12840,O60921
12841,Q9NXH3
12842,Q9Y6G1
12843,Q96DC7
12844,Q9Y383
12845,Q8ND07
12846,Q86X19
12847,Q96J42
12848,O60669
12849,Q96GL9
12850,Q8IWL3
12851,O00110
12852,Q9BRP0
12853,Q9UK32
12854,O75054
12855,A0A1B0GU71
12856,Q9Y5Y3
12857,Q96S97
12858,Q6PJQ5
12859,Q6PIV2
12860,Q96LR2
12861,Q5VZV1
12862,P55160
12863,Q96FM1
12864,Q7Z7F7
12865,Q9NVG8
12866,Q9UGT4
12867,Q6BDI9
12868,Q16674
12869,Q5D1E8
12870,P82909
12871,Q86V88
12872,Q96QI5
12873,Q9H2A9
12874,Q0VAK6
12875,Q8IXJ9
12876,Q52WX2
12877,Q6UXC1
12878,Q96E52
12879,O94955
12880,Q96B33
12881,Q9H6X5
12882,Q9HBJ8
12883,Q9H936
12884,P06681
12885,Q96HJ9
12886,Q8NC54
12887,Q9BZE7
12888,Q6ZNQ3
12889,Q6NSJ5
12890,Q6PCT2
12891,A6NGB7
12892,Q2KHN1
12893,A1A4V9
12894,Q0VG06
12895,Q96IX5
12896,P27918
12897,Q9BSJ5
12898,Q9Y663
12899,O43147
12900,Q8NHG7
12901,A6NNA2
12902,Q9UK00
12903,B2RV13
12904,Q9Y6Z7
12905,Q8N801
12906,Q9Y5G9
12907,Q07002
12908,F2Z333
12909,P47869
12910,O60739
12911,Q9Y2C5
12912,O00624
12913,Q14916
12914,O95990
12915,Q8WWW0
12916,Q5J8M3
12917,Q5VTJ3
12918,Q13530
12919,Q96NU7
12920,Q96CG3
12921,Q9HAQ2
12922,Q8N9M5
12923,Q6ZVX9
12924,A1L188
12925,Q8IWD4
12926,P61081
12927,P34810
12928,P0CK97
12929,P23378
12930,Q5VWC8
12931,Q9UPN6
12932,P05423
12933,Q8TEY5
12934,Q96AQ7
12935,Q9UIM3
12936,Q9Y224
12937,Q9BTE0
12938,Q9BRD0
12939,P26651
12940,Q9P0U3
12941,A6NK89
12942,Q9NWY4
12943,Q4KMP7
12944,Q7Z589
12945,O96009
12946,O43159
12947,P19397
12948,Q6PIV7
12949,A6NGB9
12950,O00203
12951,P11441
12952,O15156
12953,Q8N9N8
12954,Q9NYA4
12955,Q16531
12956,Q9UDX5
12957,Q9BZL1
12958,Q05209
12959,Q8N9I9
12960,Q9Y284
12961,Q9H773
12962,Q3SY56
12963,Q8WW33
12964,Q53H82
12965,P23381
12966,Q9NVV0
12967,Q14232
12968,Q9BYN8
12969,Q96NB3
12970,Q9Y5N5
12971,P40306
12972,Q6ZTW0
12973,O77932
12974,O15496
12975,Q9BVG4
12976,Q05639
12977,O75417
12978,Q9UL33
12979,Q9H5V9
12980,Q8WVK7
12981,Q8TEW6
12982,Q5JVS0
12983,O15342
12984,Q9NZ63
12985,Q9BUH6
12986,B1AJZ9
12987,Q8IVV7
12988,Q9BTV4
12989,Q9Y3E1
12990,Q8TAG5
12991,Q96BW1
12992,Q8NHR7
12993,Q9H993
12994,Q6UXV4
12995,Q969Z3
12996,Q5VT66
12997,Q53FT3
12998,Q9Y6G5
12999,Q9NXH8
13000,Q9BSV6
13001,Q8N7W2
13002,Q8WWC4
13003,Q6P1K2
13004,Q9Y3D6
13005,Q5T3U5
13006,Q9BSF4
13007,Q9H3K6
13008,Q8N8J7
13009,Q9H269
13010,Q96KN2
13011,Q9BU70
13012,Q9H790
13013,Q53HC0
13014,A6NC51
13015,Q6NTE8
13016,Q9BQK8
13017,Q15043
13018,Q6NUN7
13019,Q8IZK6
13020,Q86XT2
13021,Q9NYM4
13022,Q9BYD6
13023,Q96J87
13024,Q7Z443
13025,Q96EK9
13026,Q9HAS0
13027,Q9C002
13028,Q15040
13029,Q96B70
13030,Q9H0U6
13031,Q8IUR7
13032,Q99941
13033,Q9Y2Q9
13034,Q96PE2
13035,Q9Y547
13036,Q86UD3
13037,Q16543
13038,Q9H3R0
13039,A6NNL5
13040,Q7Z3B0
13041,Q4L180
13042,Q96GQ5
13043,Q15126
13044,Q8NFX7
13045,O43808
13046,A6PVL3
13047,Q8N565
13048,Q15653
13049,Q6UXB0
13050,P11049
13051,Q7Z6M1
13052,Q5TAQ9
13053,Q7Z6M4
13054,Q96EA4
13055,Q96IR7
13056,O75751
13057,Q8N2Z9
13058,Q86UW9
13059,Q92748
13060,Q93073
13061,A1L190
13062,O75643
13063,Q1KMD3
13064,Q13972
13065,Q9NVA4
13066,Q9UKD1
13067,Q9UK96
13068,Q86V20
13069,Q6ZVZ8
13070,Q9H2S1
13071,Q9NXC2
13072,Q2TAZ0
13073,Q8TE49
13074,Q6PIU1
13075,P81408
13076,Q86X95
13077,Q92835
13078,P52798
13079,P18858
13080,O95479
13081,Q9H7Y0
13082,Q99619
13083,Q86XR5
13084,Q9UGQ2
13085,Q8NBA8
13086,Q15345
13087,O95948
13088,O00194
13089,O76021
13090,Q15527
13091,Q9BTA0
13092,Q8NHR9
13093,Q96MD7
13094,A0PJX8
13095,Q5VX52
13096,Q9NYJ1
13097,Q9BZJ7
13098,P49441
13099,Q9BQ15
13100,A6NIN4
13101,P17813
13102,P28676
13103,Q96LW7
13104,Q68DC2
13105,O76038
13106,A6NFE3
13107,Q8N6T3
13108,Q96K31
13109,Q9NWZ8
13110,Q6P3W7
13111,Q8N999
13112,Q96DM3
13113,Q86UD0
13114,Q86VG3
13115,Q5T481
13116,Q1XH10
13117,Q14542
13118,Q9H6R7
13119,Q5TYM5
13120,Q4U2R6
13121,O15243
13122,Q5TAT6
13123,Q9HCU8
13124,Q9BW66
13125,Q8TCC3
13126,Q01459
13127,Q9Y530
13128,Q9H9H4
13129,Q8N8F6
13130,Q9BWL3
13131,Q9NZ20
13132,O60749
13133,Q9UNZ5
13134,Q71UM5
13135,Q7RTU4
13136,Q8NC24
13137,Q8N8I0
13138,A4QMS7
13139,Q9H4M7
13140,Q6NS38
13141,Q13405
13142,Q9GZS9
13143,Q8WUY8
13144,Q1RMZ1
13145,Q5JPH6
13146,Q96HJ3
13147,Q14681
13148,Q96NT3
13149,Q96T60
13150,Q15506
13151,Q8N8R5
13152,P43897
13153,P21128
13154,Q9BU61
13155,Q86XR8
13156,Q9Y4G2
13157,Q8NHP8
13158,Q9BR09
13159,O14545
13160,Q96PV6
13161,Q6ZVT6
13162,Q96SZ6
13163,P14207
13164,P15328
13165,A6ND01
13166,Q9H1C7
13167,Q5U5X0
13168,Q96FZ2
13169,Q6PCB8
13170,Q8NA23
13171,Q86Y22
13172,P0DH78
13173,Q69YH5
13174,P16410
13175,Q96T66
13176,P27816
13177,Q8IWE4
13178,Q9NPG3
13179,P61513
13180,Q99489
13181,Q9UK22
13182,Q9NRR3
13183,Q9H5U6
13184,Q05215
13185,Q9UJQ1
13186,Q8IVQ6
13187,Q9NSG2
13188,O43741
13189,Q96GD0
13190,Q6P1Q0
13191,Q96B77
13192,Q9H3Y6
13193,Q9H1X3
13194,Q9H0I2
13195,Q96FV3
13196,P0C263
13197,Q01954
13198,O43283
13199,O60711
13200,Q9UBZ9
13201,Q9P278
13202,Q96JP5
13203,Q8TCI5
13204,O95568
13205,Q8IV53
13206,Q8TF76
13207,A5PKW4
13208,Q14183
13209,Q9H6A9
13210,A6NC05
13211,P52735
13212,Q9H9V4
13213,O15235
13214,Q5U4P2
13215,Q96Q04
13216,Q8NA56
13217,Q9H2S9
13218,P04217
13219,U3KPV4
13220,Q9NPC4
13221,Q9UNA3
13222,Q9UBJ2
13223,Q96SE0
13224,Q9H3Z7
13225,Q8WTS1
13226,P16442
13227,Q6JQN1
13228,Q4AC99
13229,Q8WYK0
13230,Q99424
13231,P15309
13232,Q9BZG2
13233,Q8NEB7
13234,P26436
13235,Q08AH1
13236,P0C7M7
13237,Q6NUN0
13238,Q562R1
13239,P63267
13240,Q5JWF8
13241,Q9Y615
13242,Q9Y614
13243,Q8TC94
13244,P61163
13245,Q8TDG2
13246,Q8TDY3
13247,Q9BYD9
13248,Q8NER5
13249,Q9Y3Q7
13250,Q99965
13251,Q9UKJ8
13252,Q9UKF5
13253,Q8TC27
13254,Q6NVV9
13255,Q8TE57
13256,Q8TE59
13257,O75173
13258,Q9UNA0
13259,Q9UKP4
13260,Q8N6G6
13261,Q96PN6
13262,Q8NFM4
13263,Q0VDE8
13264,Q8WTP8
13265,P43652
13266,P02771
13267,Q96MI9
13268,Q8NEM8
13269,Q15109
13270,O15120
13271,Q719I0
13272,Q9NZD4
13273,P55008
13274,Q96NN9
13275,O14862
13276,P0CW23
13277,O75969
13278,Q5JQC9
13279,P24588
13280,O43823
13281,P51857
13282,Q96JD6
13283,P02768
13284,P30837
13285,Q60I27
13286,Q9NP70
13287,Q99217
13288,Q16671
13289,Q86SJ2
13290,Q6DCA0
13291,Q6UX39
13292,Q400G9
13293,Q86W34
13294,O75179
13295,Q86SG2
13296,Q8N7Z5
13297,Q8N9B4
13298,A6NGH8
13299,C9JTQ0
13300,Q92527
13301,A6NFN9
13302,Q32M45
13303,Q9UJ72
13304,P20073
13305,P13928
13306,P28039
13307,O94973
13308,Q13367
13309,Q92572
13310,Q8J025
13311,Q96BI3
13312,Q6Q788
13313,P41238
13314,Q8WW27
13315,P02656
13316,P55056
13317,P41181
13318,P55064
13319,Q13520
13320,Q7LC44
13321,P18085
13322,Q9UNA1
13323,Q5TG30
13324,O43182
13325,P85298
13326,P0DKL9
13327,Q5T9G4
13328,Q7Z3E5
13329,Q6P1M9
13330,Q7L4S7
13331,Q86TY3
13332,Q8NCT1
13333,A6NEK1
13334,Q13508
13335,Q5T4W7
13336,Q8WXJ9
13337,Q96DX5
13338,Q9NQ33
13339,Q9NY37
13340,Q53RT3
13341,O75129
13342,Q9C0F0
13343,P54707
13344,Q4VNC1
13345,Q4VNC0
13346,Q13733
13347,O75185
13348,P20648
13349,P51164
13350,Q06055
13351,Q9HBG4
13352,Q8N8Y2
13353,P15313
13354,A0A1B0GUX0
13355,O95670
13356,Q96LB4
13357,O75110
13358,O15265
13359,Q9H7T9
13360,Q58HT5
13361,Q6E213
13362,P30530
13363,Q96A70
13364,O75752
13365,Q9C0J1
13366,Q6ZMB0
13367,Q14032
13368,Q16611
13369,Q9H503
13370,Q8NDB2
13371,Q8N1L9
13372,Q8WY36
13373,O75363
13374,P06276
13375,Q16548
13376,Q9BZR8
13377,Q5TBC7
13378,Q92843
13379,Q8WUZ0
13380,Q9NYF8
13381,Q6ZU67
13382,Q8N1M1
13383,Q9HBH7
13384,Q00994
13385,Q12934
13386,Q13323
13387,P51813
13388,P0C671
13389,Q8N9W6
13390,Q96DR5
13391,Q9BQP9
13392,Q8TDL5
13393,Q8N4F0
13394,P59826
13395,P59827
13396,Q8NFQ5
13397,Q8NFQ6
13398,P38398
13399,Q0VDD7
13400,Q075Z2
13401,Q10588
13402,Q10589
13403,Q9H0C5
13404,B2RXH4
13405,Q7Z6A9
13406,Q13410
13407,Q9UIR0
13408,Q6UXG8
13409,Q9Y297
13410,Q5T681
13411,Q8WW14
13412,Q6UWK7
13413,Q6IPW1
13414,A6NJI1
13415,Q3C1V1
13416,C9JXX5
13417,E9PRG8
13418,Q5U649
13419,A8MTZ7
13420,Q8N912
13421,Q8N1H7
13422,Q9H972
13423,A8K5M9
13424,Q6UWD8
13425,Q96GX8
13426,Q6ZW13
13427,A8MZG2
13428,Q96LL3
13429,A6NNT2
13430,A8MU93
13431,Q8WW18
13432,Q2M2W7
13433,Q86WR6
13434,Q8N4C9
13435,A8MV24
13436,Q6UX52
13437,Q8TCD1
13438,A8MVS5
13439,C9J6K1
13440,Q5SVJ3
13441,Q6ZSJ8
13442,Q5JVX7
13443,Q8NEQ5
13444,Q5T7R7
13445,Q8TAB5
13446,Q8WWF1
13447,Q9BUN1
13448,Q8N0U7
13449,Q9BXJ4
13450,Q9BXJ2
13451,Q9NZP8
13452,Q9H1P6
13453,Q9NYP8
13454,Q9Y426
13455,Q8TF44
13456,A6NCS6
13457,Q8N5S3
13458,A8MZ97
13459,A6NCI8
13460,Q0P641
13461,A6NN90
13462,Q8ND61
13463,Q5BVD1
13464,Q6ZUJ4
13465,F5H4A9
