Unnamed: 0,Protein1_ID,class,IAV Segment,IAV Strain
14019,P14616,Human,,
14020,A6NMK8,Human,,
14021,Q96PC2,Human,,
14022,A8MXQ7,Human,,
14023,Q8N6M8,Human,,
14024,A8MTL0,Human,,
14025,Q1A5X6,Human,,
14026,O43187,Human,,
14027,Q8WZA9,Human,,
14028,O14498,Human,,
14029,Q2M1V0,Human,,
14030,Q9NPH2,Human,,
14031,Q13683,Human,,
14032,O43736,Human,,
14033,Q6GPH6,Human,,
14034,Q3MIP1,Human,,
14035,P07476,Human,,
14036,Q96ST2,Human,,
14037,Q6PHW0,Human,,
14038,Q8IYV9,Human,,
14039,Q6UXV1,Human,,
14040,Q5VZ72,Human,,
14041,Q1ZYL8,Human,,
14042,Q86YT9,Human,,
14043,P01591,Human,,
14044,Q96JJ6,Human,,
14045,O75564,Human,,
14046,Q9Y4A0,Human,,
14047,Q96MG2,Human,,
14048,Q8N6L0,Human,,
14049,O60303,Human,,
14050,O94819,Human,,
14051,Q16322,Human,,
14052,P22460,Human,,
14053,O43448,Human,,
14054,P15382,Human,,
14055,Q9Y6J6,Human,,
14056,Q9Y6H6,Human,,
14057,Q9UJ90,Human,,
14058,Q86W47,Human,,
14059,P56696,Human,,
14060,Q8N5I3,Human,,
14061,Q9ULS6,Human,,
14062,A8MYU2,Human,,
14063,Q693B1,Human,,
14064,Q17RG1,Human,,
14065,Q4G0X4,Human,,
14066,P24390,Human,,
14067,Q8NB78,Human,,
14068,Q9Y4C1,Human,,
14069,Q6B0I6,Human,,
14070,Q587J8,Human,,
14071,Q68EN5,Human,,
14072,Q8N8K9,Human,,
14073,Q96FN5,Human,,
14074,Q5T7B8,Human,,
14075,Q86VH2,Human,,
14076,Q8N4N8,Human,,
14077,Q8TD94,Human,,
14078,Q8N7A1,Human,,
14079,Q8NEP7,Human,,
14080,Q9NR64,Human,,
14081,Q9NXS3,Human,,
14082,Q96CT2,Human,,
14083,Q9UBX7,Human,,
14084,Q9P0G3,Human,,
14085,Q9Y5K2,Human,,
14086,P49862,Human,,
14087,O60259,Human,,
14088,P03952,Human,,
14089,P26718,Human,,
14090,Q13241,Human,,
14091,Q96E93,Human,,
14092,A4D1S0,Human,,
14093,Q76NI1,Human,,
14094,A5PL33,Human,,
14095,Q9NPI7,Human,,
14096,Q8NCW0,Human,,
14097,Q9C075,Human,,
14098,Q6A163,Human,,
14099,P59990,Human,,
14100,Q3LI76,Human,,
14101,A8MUX0,Human,,
14102,Q6PEX3,Human,,
14103,A8MX34,Human,,
14104,Q9BYR8,Human,,
14105,Q701N2,Human,,
14106,Q8IUC3,Human,,
14107,Q8IUC2,Human,,
14108,Q53RY4,Human,,
14109,P60985,Human,,
14110,Q5T7N2,Human,,
14111,Q96EM0,Human,,
14112,P18627,Human,,
14113,Q14657,Human,,
14114,Q6GTX8,Human,,
14115,P00709,Human,,
14116,Q9UQV4,Human,,
14117,Q6ZV70,Human,,
14118,Q13571,Human,,
14119,Q9GZY6,Human,,
14120,Q8IWV1,Human,,
14121,O95447,Human,,
14122,Q6JVE6,Human,,
14123,Q6JVE5,Human,,
14124,Q6JVE9,Human,,
14125,Q8WX39,Human,,
14126,Q96B96,Human,,
14127,P07864,Human,,
14128,O95751,Human,,
14129,Q5T871,Human,,
14130,Q8NC56,Human,,
14131,Q96DT0,Human,,
14132,Q8N135,Human,,
14133,O75473,Human,,
14134,Q9HBX8,Human,,
14135,Q86WI0,Human,,
14136,P15018,Human,,
14137,Q9H400,Human,,
14138,Q86TS7,Human,,
14139,P07098,Human,,
14140,Q5VXJ0,Human,,
14141,Q5VYY2,Human,,
14142,Q5VXI9,Human,,
14143,Q8TD35,Human,,
14144,Q96L11,Human,,
14145,Q9HAT1,Human,,
14146,Q496Y0,Human,,
14147,P23490,Human,,
14148,A6NCL2,Human,,
14149,Q9H756,Human,,
14150,Q9BYS8,Human,,
14151,Q8N386,Human,,
14152,Q2I0M4,Human,,
14153,Q9C0I9,Human,,
14154,Q1X8D7,Human,,
14155,Q8N309,Human,,
14156,Q96FV0,Human,,
14157,Q8IUZ0,Human,,
14158,Q8N7C0,Human,,
14159,Q6ZSA7,Human,,
14160,Q05C16,Human,,
14161,Q68CR7,Human,,
14162,Q6P9F7,Human,,
14163,A4D1F6,Human,,
14164,A6NIV6,Human,,
14165,Q8WUT4,Human,,
14166,Q86VH5,Human,,
14167,Q86VH4,Human,,
14168,Q9HBL6,Human,,
14169,Q8N8F7,Human,,
14170,O00453,Human,,
14171,Q06643,Human,,
14172,Q14767,Human,,
14173,Q8N2S1,Human,,
14174,P36941,Human,,
14175,Q8IV03,Human,,
14176,Q6Q4G3,Human,,
14177,Q16553,Human,,
14178,Q5SRR4,Human,,
14179,O95867,Human,,
14180,Q17RY6,Human,,
14181,H3BQJ8,Human,,
14182,Q9HBG7,Human,,
14183,P0DP58,Human,,
14184,Q8N2G4,Human,,
14185,Q6UXB3,Human,,
14186,O95274,Human,,
14187,Q6UWN0,Human,,
14188,Q6UWN5,Human,,
14189,Q08AI8,Human,,
14190,Q13477,Human,,
14191,Q96JY0,Human,,
14192,Q9H213,Human,,
14193,Q3KP22,Human,,
14194,Q13021,Human,,
14195,Q6ZN01,Human,,
14196,A6NHS7,Human,,
14197,P46734,Human,,
14198,Q16584,Human,,
14199,Q92918,Human,,
14200,Q9H992,Human,,
14201,Q9Y4F3,Human,,
14202,P04201,Human,,
14203,O15021,Human,,
14204,Q8WWY6,Human,,
14205,Q8IX19,Human,,
14206,D6RGH6,Human,,
14207,Q9NWR8,Human,,
14208,Q8NFP4,Human,,
14209,Q86YW9,Human,,
14210,Q71F56,Human,,
14211,A0A087WXM9,Human,,
14212,C9JSJ3,Human,,
14213,Q9NQ76,Human,,
14214,Q5U5Q3,Human,,
14215,Q86XN8,Human,,
14216,P55082,Human,,
14217,Q13361,Human,,
14218,A6NG13,Human,,
14219,Q3V5L5,Human,,
14220,Q7Z6M3,Human,,
14221,P59773,Human,,
14222,Q8NB16,Human,,
14223,P08473,Human,,
14224,P09238,Human,,
14225,P39900,Human,,
14226,P08254,Human,,
14227,P22894,Human,,
14228,Q13201,Human,,
14229,Q96BY2,Human,,
14230,Q86TA1,Human,,
14231,Q13875,Human,,
14232,Q16653,Human,,
14233,Q96PD6,Human,,
14234,Q9UQ07,Human,,
14235,Q86VD1,Human,,
14236,O75425,Human,,
14237,Q9BXT6,Human,,
14238,Q99550,Human,,
14239,O95866,Human,,
14240,Q9Y605,Human,,
14241,Q86SM8,Human,,
14242,Q96AM1,Human,,
14243,Q86SM5,Human,,
14244,Q9BYG7,Human,,
14245,A6NES4,Human,,
14246,Q7Z745,Human,,
14247,Q68CQ1,Human,,
14248,Q8N5N7,Human,,
14249,Q6P1R3,Human,,
14250,Q96H12,Human,,
14251,O60682,Human,,
14252,Q8N5Y2,Human,,
14253,P21757,Human,,
14254,P03928,Human,,
14255,Q9NZJ7,Human,,
14256,Q9Y4B5,Human,,
14257,Q8NCU8,Human,,
14258,Q6W4X9,Human,,
14259,Q3MIW9,Human,,
14260,A6NDP7,Human,,
14261,A2RUH7,Human,,
14262,P14649,Human,,
14263,A0A1B0GTQ4,Human,,
14264,Q96H55,Human,,
14265,Q9UBC5,Human,,
14266,A0A1B0GUC4,Human,,
14267,Q96LU7,Human,,
14268,Q8WU39,Human,,
14269,Q5TBK1,Human,,
14270,Q6N069,Human,,
14271,Q93015,Human,,
14272,Q02083,Human,,
14273,Q96BF6,Human,,
14274,Q9ULW6,Human,,
14275,Q99457,Human,,
14276,Q96NT1,Human,,
14277,Q09161,Human,,
14278,Q5T1S8,Human,,
14279,Q8NI08,Human,,
14280,O76036,Human,,
14281,P12036,Human,,
14282,Q969S2,Human,,
14283,Q6P3R8,Human,,
14284,Q8TD19,Human,,
14285,Q92832,Human,,
14286,O60524,Human,,
14287,Q9Y3R4,Human,,
14288,Q96EH8,Human,,
14289,Q9H2A3,Human,,
14290,O00712,Human,,
14291,Q8NI38,Human,,
14292,Q02575,Human,,
14293,Q6VVB1,Human,,
14294,Q5JS37,Human,,
14295,P0CG21,Human,,
14296,Q6NVV3,Human,,
14297,Q9H841,Human,,
14298,Q8N8D7,Human,,
14299,Q16617,Human,,
14300,Q9NPP4,Human,,
14301,Q13287,Human,,
14302,Q9HBL8,Human,,
14303,O60936,Human,,
14304,O94818,Human,,
14305,Q86U38,Human,,
14306,P29474,Human,,
14307,Q99466,Human,,
14308,Q9HBY0,Human,,
14309,Q9NPH5,Human,,
14310,Q8IXF0,Human,,
14311,P0C0P6,Human,,
14312,Q6W5P4,Human,,
14313,Q15761,Human,,
14314,P55055,Human,,
14315,Q14994,Human,,
14316,Q16612,Human,,
14317,Q8WWG1,Human,,
14318,Q9NQ35,Human,,
14319,Q7Z2Y5,Human,,
14320,Q9GZP1,Human,,
14321,P42857,Human,,
14322,Q8NE18,Human,,
14323,Q8TCD5,Human,,
14324,Q969T7,Human,,
14325,P34130,Human,,
14326,Q5VU65,Human,,
14327,A6NF83,Human,,
14328,Q86Y26,Human,,
14329,Q9ULI1,Human,,
14330,Q96DL1,Human,,
14331,Q6UWF7,Human,,
14332,O95157,Human,,
14333,Q6ZVC0,Human,,
14334,Q9P2P1,Human,,
14335,Q9UMX2,Human,,
14336,A1E959,Human,,
14337,Q14990,Human,,
14338,Q9ULJ1,Human,,
14339,Q8IXM7,Human,,
14340,Q2M2E3,Human,,
14341,P78380,Human,,
14342,A6NGQ2,Human,,
14343,Q96PE5,Human,,
14344,Q9BRQ5,Human,,
14345,Q7RTS5,Human,,
14346,Q9NRC9,Human,,
14347,Q96DC9,Human,,
14348,Q5VV17,Human,,
14349,Q7RTZ1,Human,,
14350,O15547,Human,,
14351,Q15077,Human,,
14352,Q8N7B6,Human,,
14353,Q99487,Human,,
14354,Q9BPZ3,Human,,
14355,O75914,Human,,
14356,Q9H999,Human,,
14357,Q9NR21,Human,,
14358,Q6UY27,Human,,
14359,B3GLJ2,Human,,
14360,P0C8F1,Human,,
14361,Q9H0N5,Human,,
14362,P35227,Human,,
14363,Q3KNV8,Human,,
14364,Q8IVA1,Human,,
14365,Q9UHG2,Human,,
14366,Q6UW60,Human,,
14367,Q8NBM8,Human,,
14368,Q15116,Human,,
14369,Q8N4E4,Human,,
14370,Q01064,Human,,
14371,O00408,Human,,
14372,Q9NP56,Human,,
14373,Q86YL7,Human,,
14374,Q8IXQ8,Human,,
14375,Q15121,Human,,
14376,Q96S96,Human,,
14377,Q86TG7,Human,,
14378,Q9GZU2,Human,,
14379,A0A1W2PR82,Human,,
14380,Q6UWS5,Human,,
14381,P60673,Human,,
14382,P20142,Human,,
14383,Q32NB8,Human,,
14384,Q9BWX1,Human,,
14385,Q92561,Human,,
14386,Q6UXB8,Human,,
14387,Q9Y6X2,Human,,
14388,Q9H5I5,Human,,
14389,Q3MUY2,Human,,
14390,Q86VD9,Human,,
14391,Q9BSJ6,Human,,
14392,P12273,Human,,
14393,P78356,Human,,
14394,P0C851,Human,,
14395,O00562,Human,,
14396,Q9BZ72,Human,,
14397,Q7Z3Z4,Human,,
14398,Q9NZM6,Human,,
14399,Q9NTG1,Human,,
14400,P08F94,Human,,
14401,P14555,Human,,
14402,Q5R387,Human,,
14403,Q9UNK4,Human,,
14404,Q9NZK7,Human,,
14405,Q9BZM2,Human,,
14406,P39877,Human,,
14407,Q9NQ66,Human,,
14408,Q9UPR0,Human,,
14409,Q86YW0,Human,,
14410,Q96BZ4,Human,,
14411,Q6UQ28,Human,,
14412,Q96Q06,Human,,
14413,Q00G26,Human,,
14414,Q496M5,Human,,
14415,Q8IYS1,Human,,
14416,Q13794,Human,,
14417,A0A1W2PS18,Human,,
14418,P29590,Human,,
14419,Q92871,Human,,
14420,Q8NA58,Human,,
14421,P16233,Human,,
14422,P54315,Human,,
14423,P54317,Human,,
14424,Q8ND90,Human,,
14425,Q9UL42,Human,,
14426,Q9UL41,Human,,
14427,Q96PV4,Human,,
14428,Q86V59,Human,,
14429,P11086,Human,,
14430,Q7Z6Z6,Human,,
14431,Q8TCS8,Human,,
14432,Q6PEZ8,Human,,
14433,Q9NZ53,Human,,
14434,Q9P215,Human,,
14435,Q16633,Human,,
14436,P49335,Human,,
14437,A8MPX8,Human,,
14438,P45877,Human,,
14439,Q96MI6,Human,,
14440,O60237,Human,,
14441,Q13522,Human,,
14442,Q96LQ0,Human,,
14443,Q9H7J1,Human,,
14444,Q6ZSY5,Human,,
14445,P16298,Human,,
14446,Q9UPN7,Human,,
14447,P01298,Human,,
14448,Q9BSG0,Human,,
14449,Q86YV5,Human,,
14450,Q96QH2,Human,,
14451,Q96NZ9,Human,,
14452,Q00LT1,Human,,
14453,Q8N945,Human,,
14454,P13727,Human,,
14455,Q9Y2Y8,Human,,
14456,P31323,Human,,
14457,P04553,Human,,
14458,P04554,Human,,
14459,Q9NNZ6,Human,,
14460,Q9UKY0,Human,,
14461,Q9UNN8,Human,,
14462,Q86WR7,Human,,
14463,Q6NWY9,Human,,
14464,P11908,Human,,
14465,P0C7W0,Human,,
14466,P79522,Human,,
14467,Q53SZ7,Human,,
14468,B1ATL7,Human,,
14469,Q8TB68,Human,,
14470,Q5T870,Human,,
14471,Q9BZD7,Human,,
14472,Q99811,Human,,
14473,A6NIE9,Human,,
14474,Q8NF86,Human,,
14475,A4D1T9,Human,,
14476,A1L453,Human,,
14477,Q7Z5A4,Human,,
14478,Q7RTY3,Human,,
14479,E5RG02,Human,,
14480,Q7RTY5,Human,,
14481,Q9UI38,Human,,
14482,Q6PEW0,Human,,
14483,Q6UWB4,Human,,
14484,Q6UWY2,Human,,
14485,Q8IYP2,Human,,
14486,P24158,Human,,
14487,O43653,Human,,
14488,Q8NDX1,Human,,
14489,Q9UIG4,Human,,
14490,O60542,Human,,
14491,Q6PGN9,Human,,
14492,Q8IV42,Human,,
14493,Q6ISU1,Human,,
14494,Q13258,Human,,
14495,Q8N4Q0,Human,,
14496,P20962,Human,,
14497,Q15678,Human,,
14498,P35236,Human,,
14499,Q14761,Human,,
14500,Q9HD43,Human,,
14501,Q15397,Human,,
14502,Q92626,Human,,
14503,Q8NFP0,Human,,
14504,Q15274,Human,,
14505,P83859,Human,,
14506,Q9H0J4,Human,,
14507,Q9Y2K5,Human,,
14508,Q7L804,Human,,
14509,Q9H0T7,Human,,
14510,Q9ULW5,Human,,
14511,O14966,Human,,
14512,Q8WUD1,Human,,
14513,Q96AX2,Human,,
14514,Q14964,Human,,
14515,Q96AH8,Human,,
14516,Q9Y3P9,Human,,
14517,Q7Z5J4,Human,,
14518,Q9BTL3,Human,,
14519,O60896,Human,,
14520,Q9H2T7,Human,,
14521,Q86VV4,Human,,
14522,P10826,Human,,
14523,O95294,Human,,
14524,Q8N431,Human,,
14525,O95267,Human,,
14526,Q9NYW8,Human,,
14527,Q9H1K0,Human,,
14528,P35241,Human,,
14529,Q9H6H4,Human,,
14530,Q9BWE0,Human,,
14531,Q9HCM1,Human,,
14532,Q5W5W9,Human,,
14533,Q9HD89,Human,,
14534,Q6ZV50,Human,,
14535,O43665,Human,,
14536,Q8NE09,Human,,
14537,P62745,Human,,
14538,Q06587,Human,,
14539,Q96K30,Human,,
14540,Q96LZ7,Human,,
14541,Q9H871,Human,,
14542,Q5GAN6,Human,,
14543,Q8TAA1,Human,,
14544,Q5GAN4,Human,,
14545,Q5GAN3,Human,,
14546,P60153,Human,,
14547,Q05823,Human,,
14548,Q9ULX5,Human,,
14549,Q5XPI4,Human,,
14550,Q96EQ8,Human,,
14551,Q8IUD6,Human,,
14552,Q8WVD3,Human,,
14553,Q8NC42,Human,,
14554,Q96A37,Human,,
14555,Q9NXI6,Human,,
14556,Q5TA31,Human,,
14557,A6NCQ9,Human,,
14558,E7ERA6,Human,,
14559,Q96EP0,Human,,
14560,Q68DV7,Human,,
14561,P56715,Human,,
14562,Q9UNE2,Human,,
14563,P61927,Human,,
14564,Q96P16,Human,,
14565,Q6XPR3,Human,,
14566,Q6P087,Human,,
14567,A6NKG5,Human,,
14568,Q8N8U3,Human,,
14569,Q6ZR62,Human,,
14570,Q5HYW3,Human,,
14571,Q6ICC9,Human,,
14572,Q8NET4,Human,,
14573,P59025,Human,,
14574,Q5QGT7,Human,,
14575,Q9BQQ7,Human,,
14576,Q96DX8,Human,,
14577,Q6ZNE9,Human,,
14578,Q9UIY3,Human,,
14579,Q96FQ6,Human,,
14580,P33764,Human,,
14581,P05109,Human,,
14582,P06702,Human,,
14583,P29377,Human,,
14584,Q96BU1,Human,,
14585,Q9P1V8,Human,,
14586,Q5PRF9,Human,,
14587,Q5TGI4,Human,,
14588,Q8TEE9,Human,,
14589,O75446,Human,,
14590,Q5SSQ6,Human,,
14591,Q86VE3,Human,,
14592,P0C264,Human,,
14593,Q6UWP8,Human,,
14594,Q8IVN8,Human,,
14595,P11684,Human,,
14596,Q8TD33,Human,,
14597,Q96PL1,Human,,
14598,Q6UWF3,Human,,
14599,Q9UI33,Human,,
14600,P37088,Human,,
14601,P51168,Human,,
14602,P51170,Human,,
14603,O75711,Human,,
14604,Q12765,Human,,
14605,P09683,Human,,
14606,P47872,Human,,
14607,P18827,Human,,
14608,Q8NEX9,Human,,
14609,Q9BY50,Human,,
14610,Q9H9S3,Human,,
14611,Q5TEA6,Human,,
14612,P14151,Human,,
14613,Q8WYJ6,Human,,
14614,Q9NVA2,Human,,
14615,O75920,Human,,
14616,P48595,Human,,
14617,Q96P15,Human,,
14618,Q96P63,Human,,
14619,Q9UIV8,Human,,
14620,P05120,Human,,
14621,P36952,Human,,
14622,O75635,Human,,
14623,O75830,Human,,
14624,A2A2V5,Human,,
14625,A0A1B0GWG4,Human,,
14626,Q9BYH1,Human,,
14627,Q6FHJ7,Human,,
14628,Q6UW10,Human,,
14629,P11686,Human,,
14630,Q96LD1,Human,,
14631,O14492,Human,,
14632,Q8TEJ3,Human,,
14633,Q15464,Human,,
14634,Q6S5L8,Human,,
14635,Q9BZQ2,Human,,
14636,Q6ZSJ9,Human,,
14637,Q6UWV7,Human,,
14638,A6NKW6,Human,,
14639,Q8IYI0,Human,,
14640,Q5VXU9,Human,,
14641,Q9NXL6,Human,,
14642,Q9BZZ2,Human,,
14643,Q96PQ1,Human,,
14644,Q14190,Human,,
14645,Q9Y3P8,Human,,
14646,Q13291,Human,,
14647,Q9P0V8,Human,,
14648,Q5PT55,Human,,
14649,Q3KNW5,Human,,
14650,Q8IY34,Human,,
14651,Q7RTX9,Human,,
14652,P54219,Human,,
14653,Q96S37,Human,,
14654,Q9UJS0,Human,,
14655,Q9H0C2,Human,,
14656,Q8N413,Human,,
14657,Q8TE54,Human,,
14658,Q96RN1,Human,,
14659,Q7LBE3,Human,,
14660,Q5K4L6,Human,,
14661,Q9HAS3,Human,,
14662,P14672,Human,,
14663,Q6PXP3,Human,,
14664,Q99726,Human,,
14665,Q8N130,Human,,
14666,Q5M8T2,Human,,
14667,Q8WV83,Human,,
14668,Q8N808,Human,,
14669,Q9H2H9,Human,,
14670,Q504Y0,Human,,
14671,Q96GZ6,Human,,
14672,Q9BY10,Human,,
14673,Q86UW2,Human,,
14674,Q8N2U9,Human,,
14675,Q99884,Human,,
14676,Q8TCU3,Human,,
14677,Q15599,Human,,
14678,Q8IVB4,Human,,
14679,Q4G0N8,Human,,
14680,Q6ZQN7,Human,,
14681,P0C7P3,Human,,
14682,Q08AF3,Human,,
14683,Q499Z3,Human,,
14684,Q96PX8,Human,,
14685,O00631,Human,,
14686,P03973,Human,,
14687,P55000,Human,,
14688,P0DP57,Human,,
14689,Q0VAQ4,Human,,
14690,Q147U7,Human,,
14691,A6NFE2,Human,,
14692,A2RU48,Human,,
14693,P58511,Human,,
14694,A6NLE4,Human,,
14695,A0A1B0GUW7,Human,,
14696,Q9BZL3,Human,,
14697,A0A1B0GVY4,Human,,
14698,A0A1B0GW64,Human,,
14699,Q8WVI0,Human,,
14700,Q99954,Human,,
14701,P37840,Human,,
14702,A6NMZ2,Human,,
14703,Q9Y675,Human,,
14704,Q8N9S9,Human,,
14705,Q86XE0,Human,,
14706,Q5JUK2,Human,,
14707,Q9BX66,Human,,
14708,A6NEL2,Human,,
14709,O94993,Human,,
14710,A0A1B0GVQ0,Human,,
14711,Q9HBV2,Human,,
14712,W5XKT8,Human,,
14713,Q96KW9,Human,,
14714,Q8N0X2,Human,,
14715,Q9NPE6,Human,,
14716,Q9BXB7,Human,,
14717,Q7Z5L4,Human,,
14718,Q7Z572,Human,,
14719,Q86W54,Human,,
14720,Q9BR10,Human,,
14721,Q8NHX4,Human,,
14722,Q96LK8,Human,,
14723,Q96N06,Human,,
14724,A4D263,Human,,
14725,Q9BWV2,Human,,
14726,Q76KD6,Human,,
14727,Q9H0A9,Human,,
14728,Q496A3,Human,,
14729,O95238,Human,,
14730,Q8N4L4,Human,,
14731,Q0P670,Human,,
14732,Q6UW49,Human,,
14733,Q9NYA1,Human,,
14734,Q01892,Human,,
14735,Q9Y657,Human,,
14736,Q56A73,Human,,
14737,P00995,Human,,
14738,Q1W4C9,Human,,
14739,Q6UWN8,Human,,
14740,P58062,Human,,
14741,P0C7L1,Human,,
14742,Q6UDR6,Human,,
14743,P16150,Human,,
14744,Q6ZMY3,Human,,
14745,P10451,Human,,
14746,Q8TCT8,Human,,
14747,Q8IUH8,Human,,
14748,Q9UBC9,Human,,
14749,Q96PI1,Human,,
14750,Q9BXG8,Human,,
14751,Q8NEQ6,Human,,
14752,Q8WXF0,Human,,
14753,O75177,Human,,
14754,Q8WTU2,Human,,
14755,Q6ZMT1,Human,,
14756,Q9UJ98,Human,,
14757,Q9ULZ2,Human,,
14758,P59095,Human,,
14759,Q9UHE8,Human,,
14760,Q13043,Human,,
14761,Q8NE28,Human,,
14762,Q8N7X2,Human,,
14763,Q7Z7C7,Human,,
14764,Q8IX01,Human,,
14765,Q8TAQ9,Human,,
14766,Q8TC36,Human,,
14767,O75683,Human,,
14768,Q9H5I1,Human,,
14769,Q9H7V2,Human,,
14770,O95473,Human,,
14771,O15056,Human,,
14772,Q8N3V7,Human,,
14773,Q9H5J8,Human,,
14774,Q5H9L4,Human,,
14775,Q9NYV7,Human,,
14776,Q9HAI6,Human,,
14777,Q8IYX1,Human,,
14778,O95759,Human,,
14779,Q66K14,Human,,
14780,O75333,Human,,
14781,Q8N9U0,Human,,
14782,Q15170,Human,,
14783,Q969E4,Human,,
14784,Q5H9L2,Human,,
14785,Q9BRU2,Human,,
14786,Q8IYN2,Human,,
14787,Q9UHQ7,Human,,
14788,Q8N8B7,Human,,
14789,Q5QJ38,Human,,
14790,P56279,Human,,
14791,Q8WWU5,Human,,
14792,Q6NUS6,Human,,
14793,Q15562,Human,,
14794,Q15561,Human,,
14795,Q5HYJ1,Human,,
14796,Q7L2K0,Human,,
14797,Q96M29,Human,,
14798,A6NCJ1,Human,,
14799,Q6URK8,Human,,
14800,Q9BY14,Human,,
14801,Q9BXU0,Human,,
14802,Q9BXT5,Human,,
14803,Q8N6K0,Human,,
14804,O43247,Human,,
14805,Q5T0J7,Human,,
14806,Q96LM6,Human,,
14807,Q6PEX7,Human,,
14808,Q6ZNM6,Human,,
14809,Q53QW1,Human,,
14810,A6NCN8,Human,,
14811,P04155,Human,,
14812,Q03403,Human,,
14813,Q07654,Human,,
14814,O43294,Human,,
14815,Q9GZN2,Human,,
14816,P49221,Human,,
14817,P0DJG4,Human,,
14818,Q8IYQ7,Human,,
14819,Q9NS62,Human,,
14820,Q86XR7,Human,,
14821,Q6ZNK6,Human,,
14822,Q4W5G0,Human,,
14823,Q6B0B8,Human,,
14824,Q8IY51,Human,,
14825,Q53EQ6,Human,,
14826,Q495A1,Human,,
14827,P01033,Human,,
14828,P35625,Human,,
14829,A0PJX2,Human,,
14830,Q04724,Human,,
14831,Q04727,Human,,
14832,Q9H808,Human,,
14833,Q9Y6L7,Human,,
14834,Q53R12,Human,,
14835,Q7Z5M5,Human,,
14836,Q7Z6W1,Human,,
14837,Q8N6Q1,Human,,
14838,A8MYB1,Human,,
14839,B3SHH9,Human,,
14840,Q9NV12,Human,,
14841,Q96AN5,Human,,
14842,Q8N4L1,Human,,
14843,Q8WZ71,Human,,
14844,Q5U3C3,Human,,
14845,Q8WVE6,Human,,
14846,Q3YBM2,Human,,
14847,Q8WZ59,Human,,
14848,A6NGB0,Human,,
14849,A6NGA9,Human,,
14850,Q6UWW9,Human,,
14851,A6NLX4,Human,,
14852,A6NML5,Human,,
14853,A2RRL7,Human,,
14854,Q68D42,Human,,
14855,Q6GV28,Human,,
14856,B2RXF0,Human,,
14857,B4DJY2,Human,,
14858,Q24JQ0,Human,,
14859,A6NEH6,Human,,
14860,Q86YD3,Human,,
14861,Q8N6L7,Human,,
14862,Q8WV15,Human,,
14863,Q5VZI3,Human,,
14864,Q6UE05,Human,,
14865,Q8NCS4,Human,,
14866,Q8WWA1,Human,,
14867,P56557,Human,,
14868,Q8NDY8,Human,,
14869,Q4KMG9,Human,,
14870,Q96NL1,Human,,
14871,Q96HE8,Human,,
14872,Q8NBN3,Human,,
14873,A2RUT3,Human,,
14874,Q6UXU6,Human,,
14875,Q3KNT9,Human,,
14876,P0DMS9,Human,,
14877,Q6ZMR5,Human,,
14878,Q86T26,Human,,
14879,O60235,Human,,
14880,Q9UL52,Human,,
14881,Q6ZWK6,Human,,
14882,Q8IU80,Human,,
14883,Q9NP84,Human,,
14884,O14836,Human,,
14885,Q96RJ3,Human,,
14886,Q02223,Human,,
14887,P28908,Human,,
14888,P23510,Human,,
14889,P32971,Human,,
14890,P41273,Human,,
14891,Q9H2K2,Human,,
14892,P09430,Human,,
14893,Q05952,Human,,
14894,Q8IZW8,Human,,
14895,Q14106,Human,,
14896,Q6ZUX3,Human,,
14897,O75674,Human,,
14898,Q6UXN7,Human,,
14899,Q969M1,Human,,
14900,P07202,Human,,
14901,O94811,Human,,
14902,Q9Y228,Human,,
14903,O15050,Human,,
14904,Q5T215,Human,,
14905,Q6PIZ9,Human,,
14906,Q9NP99,Human,,
14907,Q9NZC2,Human,,
14908,Q86YW5,Human,,
14909,Q5T2D2,Human,,
14910,Q6UXN2,Human,,
14911,Q96PN7,Human,,
14912,Q12899,Human,,
14913,Q13263,Human,,
14914,Q8IWZ5,Human,,
14915,Q9BRZ2,Human,,
14916,Q6ZTA4,Human,,
14917,Q6NT89,Human,,
14918,Q7Z2W7,Human,,
14919,Q8NET8,Human,,
14920,Q96A04,Human,,
14921,Q96PP4,Human,,
14922,Q9NRE2,Human,,
14923,Q9UJT2,Human,,
14924,Q969D9,Human,,
14925,Q96QS1,Human,,
14926,P19075,Human,,
14927,O95153,Human,,
14928,Q96PF2,Human,,
14929,Q96PN8,Human,,
14930,Q6SA08,Human,,
14931,Q5T7W7,Human,,
14932,Q8NEE8,Human,,
14933,Q6PF05,Human,,
14934,A2A3L6,Human,,
14935,Q5VTQ0,Human,,
14936,Q92623,Human,,
14937,A6PVC2,Human,,
14938,Q13509,Human,,
14939,Q2TAM9,Human,,
14940,Q5TAX3,Human,,
14941,Q86VQ3,Human,,
14942,Q6A555,Human,,
14943,Q8WU68,Human,,
14944,P57075,Human,,
14945,O15205,Human,,
14946,P51965,Human,,
14947,O14933,Human,,
14948,Q7Z7E8,Human,,
14949,Q8N7F7,Human,,
14950,Q9UMX0,Human,,
14951,Q9UHD9,Human,,
14952,Q9H347,Human,,
14953,Q8IYU4,Human,,
14954,Q14CS0,Human,,
14955,Q96RP3,Human,,
14956,Q96PU4,Human,,
14957,Q8IV45,Human,,
14958,Q9P2D8,Human,,
14959,Q8N2C7,Human,,
14960,O75841,Human,,
14961,O75631,Human,,
14962,O14957,Human,,
14963,Q9BXU7,Human,,
14964,A6NNY8,Human,,
14965,Q9HBJ7,Human,,
14966,Q70EL3,Human,,
