Unnamed: 0,Protein1_ID,class,IAV Segment,IAV Strain
8580,P14735,Human,,
8581,Q92750,Human,,
8582,Q16626,Human,,
8583,Q3SXY7,Human,,
8584,Q5T6F2,Human,,
8585,Q8IUH5,Human,,
8586,Q6IPR1,Human,,
8587,Q9BXJ8,Human,,
8588,Q96L93,Human,,
8589,Q2TAA8,Human,,
8590,Q9NX47,Human,,
8591,Q8N141,Human,,
8592,Q3ZCT1,Human,,
8593,Q9Y2G7,Human,,
8594,Q9HCL3,Human,,
8595,Q6ZN57,Human,,
8596,P15622,Human,,
8597,Q96NJ6,Human,,
8598,Q5W0V3,Human,,
8599,Q86UB9,Human,,
8600,P45844,Human,,
8601,O60242,Human,,
8602,Q96JT2,Human,,
8603,Q6ZMG9,Human,,
8604,Q86UP3,Human,,
8605,Q8IUK8,Human,,
8606,Q96BP3,Human,,
8607,Q8N4K4,Human,,
8608,Q9H0E3,Human,,
8609,Q86VX9,Human,,
8610,Q8IWB9,Human,,
8611,Q9BRN9,Human,,
8612,O00180,Human,,
8613,Q8WW52,Human,,
8614,Q9Y519,Human,,
8615,Q08116,Human,,
8616,P42679,Human,,
8617,P51788,Human,,
8618,Q6P387,Human,,
8619,Q8TBF5,Human,,
8620,P62068,Human,,
8621,P05060,Human,,
8622,Q7Z2D5,Human,,
8623,Q32ZL2,Human,,
8624,Q8N4G2,Human,,
8625,Q13387,Human,,
8626,Q5T4T1,Human,,
8627,Q8NCS7,Human,,
8628,Q96GR4,Human,,
8629,O95985,Human,,
8630,Q9Y3P4,Human,,
8631,Q96A84,Human,,
8632,C9JQI7,Human,,
8633,Q5VXM1,Human,,
8634,Q96MN5,Human,,
8635,Q9NP80,Human,,
8636,Q86TH1,Human,,
8637,P49447,Human,,
8638,Q5K4E3,Human,,
8639,Q5JS13,Human,,
8640,Q13444,Human,,
8641,O75077,Human,,
8642,P59510,Human,,
8643,P49917,Human,,
8644,Q8IW70,Human,,
8645,Q86U10,Human,,
8646,Q8NHG8,Human,,
8647,Q86XT9,Human,,
8648,Q8TAP6,Human,,
8649,Q8TBB6,Human,,
8650,Q96RD9,Human,,
8651,P07358,Human,,
8652,Q92953,Human,,
8653,Q08211,Human,,
8654,Q8N187,Human,,
8655,Q9P2D1,Human,,
8656,O94900,Human,,
8657,Q9P283,Human,,
8658,Q8NBP5,Human,,
8659,Q99795,Human,,
8660,Q96QE3,Human,,
8661,Q9UPW6,Human,,
8662,Q8N398,Human,,
8663,Q9H714,Human,,
8664,O60909,Human,,
8665,Q9UHC6,Human,,
8666,Q9UM21,Human,,
8667,Q9BVI0,Human,,
8668,Q9HD67,Human,,
8669,Q8N612,Human,,
8670,Q8IV77,Human,,
8671,O75881,Human,,
8672,Q99661,Human,,
8673,O43525,Human,,
8674,Q53QZ3,Human,,
8675,Q92963,Human,,
8676,Q99578,Human,,
8677,O60391,Human,,
8678,Q9UMR7,Human,,
8679,Q6EIG7,Human,,
8680,Q8NDX5,Human,,
8681,Q8WZA2,Human,,
8682,Q9H8W5,Human,,
8683,P00480,Human,,
8684,Q8TDW5,Human,,
8685,Q9Y6M1,Human,,
8686,Q9UGJ0,Human,,
8687,Q6PI48,Human,,
8688,Q8WVM7,Human,,
8689,Q13535,Human,,
8690,Q9Y6X6,Human,,
8691,Q9Y226,Human,,
8692,Q6ZVH7,Human,,
8693,Q6PIF6,Human,,
8694,Q8WY91,Human,,
8695,Q96JB8,Human,,
8696,Q96GM8,Human,,
8697,P12757,Human,,
8698,Q7Z3H4,Human,,
8699,Q8TDF5,Human,,
8700,Q9BUB7,Human,,
8701,P05121,Human,,
8702,Q8N8A2,Human,,
8703,Q96PB7,Human,,
8704,Q96JH7,Human,,
8705,Q9C0B6,Human,,
8706,Q9NPC1,Human,,
8707,Q14296,Human,,
8708,Q6PIS1,Human,,
8709,Q66K66,Human,,
8710,O43280,Human,,
8711,Q15942,Human,,
8712,Q8N128,Human,,
8713,Q9NWT8,Human,,
8714,Q15031,Human,,
8715,Q96EX3,Human,,
8716,Q96R05,Human,,
8717,Q96DG6,Human,,
8718,Q9Y4X4,Human,,
8719,Q9Y6K0,Human,,
8720,Q5H9S7,Human,,
8721,O94808,Human,,
8722,Q15742,Human,,
8723,Q9BV20,Human,,
8724,P45381,Human,,
8725,Q8N3Y1,Human,,
8726,Q9NY74,Human,,
8727,O00471,Human,,
8728,Q9UBU2,Human,,
8729,Q494R4,Human,,
8730,Q8IY50,Human,,
8731,Q96I15,Human,,
8732,Q9H2C2,Human,,
8733,Q3MIT2,Human,,
8734,P21439,Human,,
8735,Q9BUK0,Human,,
8736,Q9NTU7,Human,,
8737,Q8IVV8,Human,,
8738,Q5T0T0,Human,,
8739,A6NGC4,Human,,
8740,Q9Y5A7,Human,,
8741,O14639,Human,,
8742,Q8TDW4,Human,,
8743,Q92743,Human,,
8744,Q96N87,Human,,
8745,Q9BUB5,Human,,
8746,Q8TB92,Human,,
8747,Q53FZ2,Human,,
8748,Q5JUQ0,Human,,
8749,Q9H2S6,Human,,
8750,O94810,Human,,
8751,P53708,Human,,
8752,P62266,Human,,
8753,Q15293,Human,,
8754,Q9NZ56,Human,,
8755,Q6UXG3,Human,,
8756,P01833,Human,,
8757,Q8IVU1,Human,,
8758,O14829,Human,,
8759,Q6IA17,Human,,
8760,A6NC98,Human,,
8761,Q5VT99,Human,,
8762,Q9BY71,Human,,
8763,P0C7U0,Human,,
8764,Q5R3F8,Human,,
8765,Q8TDY8,Human,,
8766,Q9NZU1,Human,,
8767,Q8WU17,Human,,
8768,Q86TW2,Human,,
8769,Q14686,Human,,
8770,Q09472,Human,,
8771,P49116,Human,,
8772,Q9P289,Human,,
8773,O14782,Human,,
8774,P48426,Human,,
8775,O43252,Human,,
8776,P35240,Human,,
8777,P13805,Human,,
8778,P49795,Human,,
8779,Q8WWH5,Human,,
8780,Q6P2P2,Human,,
8781,O14656,Human,,
8782,O76039,Human,,
8783,Q96J88,Human,,
8784,P28222,Human,,
8785,Q8IWE5,Human,,
8786,Q9UKL6,Human,,
8787,Q9UJ42,Human,,
8788,Q8TDZ2,Human,,
8789,P78364,Human,,
8790,Q96AP0,Human,,
8791,Q6PI78,Human,,
8792,O00591,Human,,
8793,Q5T1R4,Human,,
8794,Q75VX8,Human,,
8795,Q8N443,Human,,
8796,Q8TB72,Human,,
8797,Q9P227,Human,,
8798,Q8TCX5,Human,,
8799,Q96G01,Human,,
8800,Q9NS61,Human,,
8801,Q9UJX3,Human,,
8802,O75264,Human,,
8803,Q56UN5,Human,,
8804,O95150,Human,,
8805,Q8N6R1,Human,,
8806,O60830,Human,,
8807,Q3MIX3,Human,,
8808,Q8IYB1,Human,,
8809,Q53GT1,Human,,
8810,Q8IV20,Human,,
8811,O14529,Human,,
8812,Q6UY09,Human,,
8813,Q8WW35,Human,,
8814,Q69YI7,Human,,
8815,Q99801,Human,,
8816,Q9BZJ8,Human,,
8817,P50148,Human,,
8818,Q15648,Human,,
8819,Q05193,Human,,
8820,Q86WC4,Human,,
8821,P27487,Human,,
8822,Q9NYV4,Human,,
8823,Q9UGQ3,Human,,
8824,O15318,Human,,
8825,Q68D91,Human,,
8826,Q8TC92,Human,,
8827,P29536,Human,,
8828,Q6ZVT0,Human,,
8829,O43820,Human,,
8830,Q6ZSG1,Human,,
8831,Q8IVV2,Human,,
8832,Q9UHP6,Human,,
8833,Q8WTR2,Human,,
8834,Q7Z6Z7,Human,,
8835,Q17RB8,Human,,
8836,P13224,Human,,
8837,A6NFY4,Human,,
8838,Q9BYX4,Human,,
8839,Q12884,Human,,
8840,Q5VV41,Human,,
8841,Q8IYS2,Human,,
8842,Q16568,Human,,
8843,Q14C87,Human,,
8844,Q8N3T6,Human,,
8845,Q15735,Human,,
8846,Q9Y4H2,Human,,
8847,Q9ULD4,Human,,
8848,O96024,Human,,
8849,Q5VWQ8,Human,,
8850,Q8IY49,Human,,
8851,Q9ULL4,Human,,
8852,Q96RU3,Human,,
8853,Q68BL7,Human,,
8854,Q6P2M8,Human,,
8855,Q5T6S3,Human,,
8856,Q9BXB4,Human,,
8857,O60282,Human,,
8858,Q9BXI6,Human,,
8859,P30542,Human,,
8860,Q08499,Human,,
8861,P31327,Human,,
8862,O14764,Human,,
8863,B1AK53,Human,,
8864,Q14165,Human,,
8865,Q9NSA2,Human,,
8866,O95837,Human,,
8867,O43900,Human,,
8868,P34947,Human,,
8869,Q12866,Human,,
8870,Q9Y4E5,Human,,
8871,Q8N5C6,Human,,
8872,Q13094,Human,,
8873,Q9BZH6,Human,,
8874,Q8IWV8,Human,,
8875,Q5TH69,Human,,
8876,Q6UY11,Human,,
8877,Q5JTD0,Human,,
8878,Q8N4B5,Human,,
8879,Q86XJ0,Human,,
8880,Q8IU99,Human,,
8881,P05129,Human,,
8882,Q9UF33,Human,,
8883,Q16851,Human,,
8884,P98196,Human,,
8885,Q6ZR08,Human,,
8886,Q18PE1,Human,,
8887,O15068,Human,,
8888,Q8NFU1,Human,,
8889,P28289,Human,,
8890,P51911,Human,,
8891,Q76MJ5,Human,,
8892,Q9UPQ0,Human,,
8893,Q9HCN3,Human,,
8894,Q92563,Human,,
8895,Q5SZD4,Human,,
8896,Q9NR82,Human,,
8897,P22059,Human,,
8898,Q5T5X7,Human,,
8899,Q8WYP3,Human,,
8900,Q6UXI9,Human,,
8901,O95398,Human,,
8902,Q9P232,Human,,
8903,Q9HC58,Human,,
8904,Q8NE35,Human,,
8905,Q9C0B5,Human,,
8906,O15327,Human,,
8907,Q9P2F5,Human,,
8908,Q7Z5A9,Human,,
8909,O00512,Human,,
8910,O14524,Human,,
8911,Q15111,Human,,
8912,Q8N4W6,Human,,
8913,Q14644,Human,,
8914,Q17RD7,Human,,
8915,Q75T13,Human,,
8916,Q07837,Human,,
8917,Q8N884,Human,,
8918,Q9BX26,Human,,
8919,Q13105,Human,,
8920,Q8IW93,Human,,
8921,Q96PM9,Human,,
8922,Q66K79,Human,,
8923,Q9H3Y0,Human,,
8924,Q5TIE3,Human,,
8925,Q86SQ7,Human,,
8926,Q6ZS81,Human,,
8927,Q8WY98,Human,,
8928,O43482,Human,,
8929,B1AL88,Human,,
8930,P30518,Human,,
8931,Q494U1,Human,,
8932,Q9BVC6,Human,,
8933,Q86WS5,Human,,
8934,P10323,Human,,
8935,Q8WWQ2,Human,,
8936,Q9ULE4,Human,,
8937,Q9GZV1,Human,,
8938,P51817,Human,,
8939,P56730,Human,,
8940,Q969N2,Human,,
8941,Q8IUB2,Human,,
8942,Q14508,Human,,
8943,Q5SQS7,Human,,
8944,O94983,Human,,
8945,P08631,Human,,
8946,Q9NZH0,Human,,
8947,Q7Z5H3,Human,,
8948,O15079,Human,,
8949,O95684,Human,,
8950,Q71U36,Human,,
8951,Q9BZ29,Human,,
8952,Q9UBU7,Human,,
8953,Q9ULH1,Human,,
8954,Q969R2,Human,,
8955,Q93034,Human,,
8956,Q9UBS0,Human,,
8957,P23443,Human,,
8958,Q6NSJ0,Human,,
8959,Q96N96,Human,,
8960,O15484,Human,,
8961,P52294,Human,,
8962,Q9NT99,Human,,
8963,Q7Z304,Human,,
8964,P45984,Human,,
8965,Q8TDQ7,Human,,
8966,Q03188,Human,,
8967,Q9Y2I2,Human,,
8968,Q8WWY8,Human,,
8969,Q9H898,Human,,
8970,Q8IZ02,Human,,
8971,Q07912,Human,,
8972,Q96HE9,Human,,
8973,Q5DID0,Human,,
8974,Q9UPV7,Human,,
8975,A1L4L8,Human,,
8976,Q96B97,Human,,
8977,Q8TAA5,Human,,
8978,Q14689,Human,,
8979,Q8N3D4,Human,,
8980,Q13639,Human,,
8981,Q969E1,Human,,
8982,Q8N5H3,Human,,
8983,Q8WU08,Human,,
8984,Q9NY57,Human,,
8985,Q86UX6,Human,,
8986,Q8ND04,Human,,
8987,Q8TAE8,Human,,
8988,Q9C0C6,Human,,
8989,P10966,Human,,
8990,Q7RTS9,Human,,
8991,Q6NTF9,Human,,
8992,Q96CS2,Human,,
8993,Q15118,Human,,
8994,Q9UGI9,Human,,
8995,Q6ZP65,Human,,
8996,Q9BY89,Human,,
8997,Q9BXY5,Human,,
8998,Q8TEQ8,Human,,
8999,Q9UGI6,Human,,
9000,Q9H329,Human,,
9001,P10747,Human,,
9002,O95278,Human,,
9003,Q9UPU7,Human,,
9004,Q14CB8,Human,,
9005,Q8IXH8,Human,,
9006,Q5EE01,Human,,
9007,P11912,Human,,
9008,H0UI37,Human,,
9009,O94952,Human,,
9010,Q14135,Human,,
9011,Q9NX74,Human,,
9012,Q69YN4,Human,,
9013,Q12968,Human,,
9014,Q8ND71,Human,,
9015,Q8IV56,Human,,
9016,Q8IVH2,Human,,
9017,Q2I0M5,Human,,
9018,Q8TAF8,Human,,
9019,P51795,Human,,
9020,P05543,Human,,
9021,Q8IW75,Human,,
9022,Q86WD7,Human,,
9023,P05154,Human,,
9024,Q86U17,Human,,
9025,P08185,Human,,
9026,Q8N895,Human,,
9027,Q5QGS0,Human,,
9028,O94941,Human,,
9029,Q9BZJ6,Human,,
9030,P08118,Human,,
9031,O76090,Human,,
9032,P17405,Human,,
9033,O60299,Human,,
9034,Q8IWY9,Human,,
9035,Q16873,Human,,
9036,P42685,Human,,
9037,Q8NBT3,Human,,
9038,Q9BQ50,Human,,
9039,Q9NSU2,Human,,
9040,Q86Y82,Human,,
9041,Q8WVJ9,Human,,
9042,P07451,Human,,
9043,P23919,Human,,
9044,P49642,Human,,
9045,P30260,Human,,
9046,O15015,Human,,
9047,Q9HA90,Human,,
9048,Q5NDL2,Human,,
9049,Q9HCE6,Human,,
9050,Q8IX30,Human,,
9051,P22891,Human,,
9052,Q8TF72,Human,,
9053,O95210,Human,,
9054,Q9UPV0,Human,,
9055,Q96EK2,Human,,
9056,Q9BT23,Human,,
9057,Q8N143,Human,,
9058,Q7RTY0,Human,,
9059,Q8NCK7,Human,,
9060,P00749,Human,,
9061,Q9Y6Q6,Human,,
9062,Q9NPI0,Human,,
9063,Q8NFZ5,Human,,
9064,Q96AD5,Human,,
9065,Q7Z5V6,Human,,
9066,Q96S16,Human,,
9067,Q13469,Human,,
9068,Q6ZNI0,Human,,
9069,Q96J02,Human,,
9070,Q13424,Human,,
9071,Q9BYK8,Human,,
9072,Q9H4Z3,Human,,
9073,Q8NEY1,Human,,
9074,Q86WV6,Human,,
9075,O95486,Human,,
9076,Q6IEE7,Human,,
9077,Q9UJA3,Human,,
9078,Q9Y5X2,Human,,
9079,Q96MY7,Human,,
9080,Q9P1W3,Human,,
9081,Q5DX21,Human,,
9082,Q9NX78,Human,,
9083,P49763,Human,,
9084,Q9UBC1,Human,,
9085,Q96A11,Human,,
9086,O43505,Human,,
9087,P48740,Human,,
9088,Q9BX59,Human,,
9089,Q8TB96,Human,,
9090,Q5JS54,Human,,
9091,Q4ADV7,Human,,
9092,A6NNN8,Human,,
9093,A1IGU5,Human,,
9094,Q9NZN5,Human,,
9095,Q8TDJ6,Human,,
9096,Q8NCY6,Human,,
9097,Q9HCE9,Human,,
9098,Q8N6Y0,Human,,
9099,Q9NUQ8,Human,,
9100,Q5TZA2,Human,,
9101,Q5QJU3,Human,,
9102,Q4G176,Human,,
9103,O43543,Human,,
9104,Q8TBJ4,Human,,
9105,Q96M53,Human,,
9106,Q96GM1,Human,,
9107,Q8WWB3,Human,,
9108,Q5TF58,Human,,
9109,A6NH21,Human,,
9110,Q96S06,Human,,
9111,O95076,Human,,
9112,Q96L96,Human,,
9113,Q9HAV0,Human,,
9114,Q8NB46,Human,,
9115,Q6Y2X3,Human,,
9116,Q9H3E2,Human,,
9117,O14559,Human,,
9118,Q8TEQ0,Human,,
9119,P0C6C1,Human,,
9120,Q96NW4,Human,,
9121,A1A5B4,Human,,
9122,O15375,Human,,
9123,Q13219,Human,,
9124,Q86YI8,Human,,
9125,Q86UU1,Human,,
9126,Q96S66,Human,,
9127,Q8TDD5,Human,,
9128,Q8IWG1,Human,,
9129,P98198,Human,,
9130,Q9NUD9,Human,,
9131,A6NJV1,Human,,
9132,Q99624,Human,,
9133,Q96Q77,Human,,
9134,A0MZ66,Human,,
9135,P22459,Human,,
9136,Q5XXA6,Human,,
9137,Q9Y3L3,Human,,
9138,Q00587,Human,,
9139,O95907,Human,,
9140,Q8TDX6,Human,,
9141,Q8IZF6,Human,,
9142,Q8IWC1,Human,,
9143,Q00604,Human,,
9144,P13284,Human,,
9145,Q12767,Human,,
9146,Q9UFP1,Human,,
9147,P11215,Human,,
9148,P20702,Human,,
9149,Q16610,Human,,
9150,P19838,Human,,
9151,Q6NUI6,Human,,
9152,Q969V6,Human,,
9153,P17858,Human,,
9154,Q7Z6L0,Human,,
9155,A6NCL1,Human,,
9156,P61366,Human,,
9157,Q8WYB5,Human,,
9158,O00115,Human,,
9159,Q9HDC9,Human,,
9160,Q96RG2,Human,,
9161,Q8IZM8,Human,,
9162,Q9NR45,Human,,
9163,Q8IVF7,Human,,
9164,Q9HCI7,Human,,
9165,Q9NX94,Human,,
9166,Q9H665,Human,,
9167,Q9H089,Human,,
9168,Q13371,Human,,
9169,Q66K64,Human,,
9170,O95415,Human,,
9171,Q9ULX3,Human,,
9172,Q8N5D0,Human,,
9173,Q96NL6,Human,,
9174,P07305,Human,,
9175,Q8N3U4,Human,,
9176,Q96EP1,Human,,
9177,Q9H8H2,Human,,
9178,Q7Z5L2,Human,,
9179,Q9H8H0,Human,,
9180,P54259,Human,,
9181,P20062,Human,,
9182,Q10571,Human,,
9183,Q8NG31,Human,,
9184,Q969S8,Human,,
9185,O94779,Human,,
9186,Q8N4S0,Human,,
9187,Q99728,Human,,
9188,Q9UMX1,Human,,
9189,Q9NVM9,Human,,
9190,Q9NVH0,Human,,
9191,O75531,Human,,
9192,P49754,Human,,
9193,O00391,Human,,
9194,Q07954,Human,,
9195,P04350,Human,,
9196,Q96A26,Human,,
9197,Q6L9W6,Human,,
9198,O95104,Human,,
9199,Q8IXZ2,Human,,
9200,Q08495,Human,,
9201,Q5KU26,Human,,
9202,Q92766,Human,,
9203,Q9NWU2,Human,,
9204,O43313,Human,,
9205,Q9ULH7,Human,,
9206,Q92817,Human,,
9207,Q9Y2J8,Human,,
9208,Q9UM07,Human,,
9209,Q9ULC6,Human,,
9210,Q6TGC4,Human,,
9211,Q9ULW8,Human,,
9212,Q969F1,Human,,
9213,Q9UGY1,Human,,
9214,Q6UX04,Human,,
9215,Q8N4H0,Human,,
9216,Q3LIE5,Human,,
9217,P19404,Human,,
9218,O95372,Human,,
9219,Q5QJ74,Human,,
9220,Q9ULR5,Human,,
9221,P07108,Human,,
9222,Q8WXC6,Human,,
9223,Q96GF1,Human,,
9224,Q15311,Human,,
9225,O15244,Human,,
9226,O15245,Human,,
9227,P53680,Human,,
9228,Q8N5Y8,Human,,
9229,O75771,Human,,
9230,Q8N819,Human,,
9231,Q9Y385,Human,,
9232,O43567,Human,,
9233,Q2KHT3,Human,,
9234,Q9NRY2,Human,,
9235,Q9BRP1,Human,,
9236,Q14206,Human,,
9237,Q16774,Human,,
9238,Q13884,Human,,
9239,Q8N8V4,Human,,
9240,Q9UJC5,Human,,
9241,O95900,Human,,
9242,Q68CL5,Human,,
9243,Q9Y312,Human,,
9244,Q6PIU2,Human,,
9245,Q96K21,Human,,
9246,Q5VST6,Human,,
9247,Q8N5L8,Human,,
9248,Q96BD8,Human,,
9249,Q96D96,Human,,
9250,Q8NI60,Human,,
9251,Q9UJK0,Human,,
9252,Q9Y244,Human,,
9253,Q8IWD5,Human,,
9254,Q8IW50,Human,,
9255,P61024,Human,,
9256,A0PJW6,Human,,
9257,Q9H977,Human,,
9258,P55822,Human,,
9259,O14972,Human,,
9260,Q9GZQ3,Human,,
9261,Q9Y3E2,Human,,
9262,Q9BU20,Human,,
9263,P82664,Human,,
9264,Q9P121,Human,,
9265,Q9BRQ6,Human,,
9266,Q5T3I0,Human,,
9267,Q8WW01,Human,,
9268,Q5TGY1,Human,,
9269,Q06828,Human,,
9270,Q8WW12,Human,,
9271,Q53EV4,Human,,
9272,Q96HQ2,Human,,
9273,Q9UBP6,Human,,
9274,Q10471,Human,,
9275,Q14CX7,Human,,
9276,Q8N1G0,Human,,
9277,Q9BY76,Human,,
9278,Q5VWN6,Human,,
9279,Q9BQ52,Human,,
9280,Q3MII6,Human,,
9281,Q9Y5W9,Human,,
9282,A0AVK6,Human,,
9283,Q9H4H8,Human,,
9284,Q7L0Y3,Human,,
9285,O94927,Human,,
9286,P57057,Human,,
9287,Q9NWX6,Human,,
9288,P30531,Human,,
9289,O14579,Human,,
9290,Q9NUV7,Human,,
9291,Q9UN36,Human,,
9292,Q96HM7,Human,,
9293,Q9H1Q7,Human,,
9294,Q5VZ03,Human,,
9295,Q9H2L5,Human,,
9296,Q8TEM1,Human,,
9297,O60841,Human,,
9298,Q8WWQ0,Human,,
9299,O60423,Human,,
9300,Q9P2M7,Human,,
9301,Q96ND0,Human,,
9302,O60449,Human,,
9303,P57058,Human,,
9304,Q5U5X8,Human,,
9305,Q8WXB1,Human,,
9306,A4D161,Human,,
9307,Q16401,Human,,
9308,P17900,Human,,
9309,Q6NT16,Human,,
9310,Q96DE5,Human,,
9311,Q9H7X7,Human,,
9312,O95297,Human,,
9313,P55196,Human,,
9314,Q8N131,Human,,
9315,Q9UPP2,Human,,
9316,Q92878,Human,,
9317,Q7L5N7,Human,,
9318,Q9H1Z4,Human,,
9319,Q9Y6X3,Human,,
9320,Q9Y2T3,Human,,
9321,O94901,Human,,
9322,P08590,Human,,
9323,Q9H8U3,Human,,
9324,Q9GZT8,Human,,
9325,Q9H649,Human,,
9326,Q9H920,Human,,
9327,Q8IWW6,Human,,
9328,O95633,Human,,
9329,O94763,Human,,
9330,Q9Y3C5,Human,,
9331,O60826,Human,,
9332,P35268,Human,,
9333,O95069,Human,,
9334,Q658L1,Human,,
9335,Q6PJG6,Human,,
9336,Q14956,Human,,
9337,Q14699,Human,,
9338,Q9Y692,Human,,
9339,Q07092,Human,,
9340,P0C6S8,Human,,
9341,Q5TGY3,Human,,
9342,Q9NX00,Human,,
9343,A5PLL1,Human,,
9344,O43151,Human,,
9345,Q8N2Y8,Human,,
9346,Q9ULQ1,Human,,
9347,Q96DY2,Human,,
9348,Q96C92,Human,,
9349,Q8TBY9,Human,,
9350,Q7L5A3,Human,,
9351,O43374,Human,,
9352,Q8NBI2,Human,,
9353,Q2NKX8,Human,,
9354,Q9H845,Human,,
9355,Q969G2,Human,,
9356,Q9NXH9,Human,,
9357,Q8N766,Human,,
9358,Q96ER9,Human,,
9359,Q9UH36,Human,,
9360,Q9UBQ6,Human,,
9361,Q9H8M9,Human,,
9362,P53004,Human,,
9363,Q9UJJ7,Human,,
9364,Q8NHS2,Human,,
9365,Q8N6R0,Human,,
9366,Q3LXA3,Human,,
9367,Q96LR4,Human,,
9368,P07225,Human,,
9369,Q10567,Human,,
9370,Q9Y2S6,Human,,
9371,Q92615,Human,,
9372,Q9NX08,Human,,
9373,Q86VZ5,Human,,
9374,P42892,Human,,
9375,Q16512,Human,,
9376,A8MT70,Human,,
9377,O00221,Human,,
9378,Q8TE02,Human,,
9379,Q9BZ23,Human,,
9380,Q14696,Human,,
9381,Q63HM2,Human,,
9382,Q5TEU4,Human,,
9383,Q9BZM1,Human,,
9384,Q10469,Human,,
9385,P31371,Human,,
9386,Q9H6P5,Human,,
9387,Q96KV7,Human,,
9388,Q8IWZ8,Human,,
9389,Q9H008,Human,,
9390,Q9NQL2,Human,,
9391,Q9UDY8,Human,,
9392,Q6UW68,Human,,
9393,Q9HBM0,Human,,
9394,Q96MU8,Human,,
9395,Q9ULT6,Human,,
9396,Q8WZ55,Human,,
9397,Q8N7J2,Human,,
9398,Q6R327,Human,,
9399,Q9ULD8,Human,,
9400,Q86XP1,Human,,
9401,Q5TGL8,Human,,
9402,Q9BXS4,Human,,
9403,O15042,Human,,
9404,O95264,Human,,
9405,P16383,Human,,
9406,Q8N0X7,Human,,
9407,Q9NUV9,Human,,
9408,Q5SXH7,Human,,
9409,O43526,Human,,
9410,Q3YBR2,Human,,
9411,P51888,Human,,
9412,Q9H156,Human,,
9413,P35713,Human,,
9414,Q17RC7,Human,,
9415,Q8IWV2,Human,,
9416,Q9Y210,Human,,
9417,Q96IG2,Human,,
9418,P42773,Human,,
9419,Q2MV58,Human,,
9420,Q5VVY1,Human,,
9421,P00750,Human,,
9422,Q9NWF9,Human,,
9423,Q9C098,Human,,
9424,Q9NYS7,Human,,
9425,P42566,Human,,
9426,Q658P3,Human,,
9427,Q9HD34,Human,,
9428,Q9UBL0,Human,,
9429,O95997,Human,,
9430,Q7Z5N4,Human,,
9431,Q9H324,Human,,
9432,Q9UIL8,Human,,
9433,Q0VFZ6,Human,,
9434,Q7L4P6,Human,,
9435,A0AUZ9,Human,,
9436,Q9BU19,Human,,
9437,O00160,Human,,
9438,P0DPA2,Human,,
9439,Q7Z460,Human,,
9440,Q8IZ41,Human,,
9441,Q7Z5L3,Human,,
9442,P35610,Human,,
9443,Q9H1A4,Human,,
9444,Q9NUZ1,Human,,
9445,O43896,Human,,
9446,P30939,Human,,
9447,A6NKB5,Human,,
9448,Q9BYL1,Human,,
9449,Q6IPM2,Human,,
9450,Q6N021,Human,,
9451,A0PK05,Human,,
9452,Q9H2H0,Human,,
9453,Q9NUS5,Human,,
9454,Q6SPF0,Human,,
9455,Q9P241,Human,,
9456,Q6ZUJ8,Human,,
9457,P53804,Human,,
9458,Q8NBH2,Human,,
9459,Q96IL0,Human,,
9460,Q14392,Human,,
9461,Q9Y487,Human,,
9462,Q96TA2,Human,,
9463,Q9Y3M8,Human,,
9464,Q5SRH9,Human,,
9465,Q7Z3T8,Human,,
9466,Q8TDN2,Human,,
9467,Q8ND76,Human,,
9468,Q5VTD9,Human,,
9469,P18507,Human,,
9470,Q9NVH6,Human,,
9471,Q7Z7N9,Human,,
9472,Q9NSI5,Human,,
9473,Q6ZRS4,Human,,
9474,Q9BXU9,Human,,
9475,Q8NEM7,Human,,
9476,A6NNP5,Human,,
9477,Q8N9W5,Human,,
9478,Q9NYP9,Human,,
9479,O00287,Human,,
9480,P58658,Human,,
9481,O75140,Human,,
9482,Q1ZZU3,Human,,
9483,Q6UXF1,Human,,
9484,Q8TC26,Human,,
9485,P30990,Human,,
9486,O75901,Human,,
9487,Q96FG2,Human,,
9488,Q9Y238,Human,,
9489,P0C2L3,Human,,
9490,Q9BQT9,Human,,
9491,Q9UPV9,Human,,
9492,Q9UNX9,Human,,
9493,P05997,Human,,
9494,Q8WXD0,Human,,
9495,P29973,Human,,
9496,P23975,Human,,
9497,O75443,Human,,
9498,Q96AA3,Human,,
9499,Q9BQB4,Human,,
9500,Q6Y288,Human,,
9501,Q14397,Human,,
9502,Q6NXR4,Human,,
9503,Q9P2N5,Human,,
9504,O60806,Human,,
9505,A8MT69,Human,,
9506,Q8N0S2,Human,,
9507,A8MT33,Human,,
9508,Q5SR56,Human,,
9509,Q6UWJ8,Human,,
9510,Q6PJI9,Human,,
9511,Q9Y5Z6,Human,,
9512,Q9UGN4,Human,,
9513,Q8TDQ1,Human,,
9514,A8K4G0,Human,,
9515,Q496F6,Human,,
9516,Q96LW2,Human,,
9517,Q96RE7,Human,,
9518,O14813,Human,,
9519,Q14849,Human,,
9520,P43235,Human,,
9521,Q16620,Human,,
9522,P48634,Human,,
9523,Q9H2G9,Human,,
9524,Q9BZL4,Human,,
9525,O14958,Human,,
9526,O14815,Human,,
9527,P62324,Human,,
9528,Q14549,Human,,
9529,P42684,Human,,
9530,O00418,Human,,
9531,P20396,Human,,
9532,Q16589,Human,,
9533,P53677,Human,,
9534,Q96I99,Human,,
9535,Q9NQ55,Human,,
9536,P12268,Human,,
9537,Q9P2J5,Human,,
9538,P04406,Human,,
